STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,MDPR,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-28,2.91,,,,0.00,,0.0,0.0,,82,65,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-29,6.26,,,,0.00,,0.0,0.0,,80,65,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-09-30,6.93,,,,0.00,,0.0,0.0,,71,60,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-01,3.80,,,,0.00,,0.0,0.0,,81,63,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-02,6.49,,,,0.03,,0.0,0.0,,93,63,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-03,6.26,,,,0.34,,0.0,0.0,,63,53,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-04,6.93,,,,0.00,,0.0,0.0,,66,50,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-05,4.92,,,,0.00,,0.0,0.0,,61,45,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-06,2.91,,,,0.01,,0.0,0.0,,70,57,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-07,4.03,,,,0.20,,0.0,0.0,,79,59,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-08,7.83,,,,0.02,,0.0,0.0,,64,57,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-09,10.51,,,,0.54,,0.0,0.0,,59,51,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-10,9.62,,,,0.00,,0.0,0.0,,71,53,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-11,9.17,,,,0.00,,0.0,0.0,,64,55,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-12,3.58,,,,0.00,,0.0,0.0,,67,55,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-13,2.01,,,,0.00,,0.0,0.0,,67,53,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-14,4.03,,,,0.00,,0.0,0.0,,72,58,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-15,2.91,,,,0.00,,0.0,0.0,,64,51,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-16,6.49,,,,1.83,,0.0,0.0,,66,52,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-17,11.63,,,,0.00,,0.0,0.0,,57,51,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-18,8.72,,,,0.00,,0.0,0.0,,58,47,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-19,2.68,,,,0.00,,0.0,0.0,,60,43,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-20,4.47,,,,0.54,,0.0,0.0,,59,49,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-21,4.03,,,,0.00,,0.0,0.0,,67,51,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-22,4.47,,,,0.57,,0.0,0.0,,63,55,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-23,6.26,,,,0.01,,0.0,0.0,,65,54,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-24,3.13,,,,0.00,,0.0,0.0,,67,50,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-25,2.91,,,,0.00,,0.0,0.0,,65,52,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-26,3.36,,,,0.01,,0.0,0.0,,63,52,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-27,4.92,,,,1.38,,0.0,0.0,,67,55,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-28,3.58,,,,0.00,,0.0,0.0,,63,55,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-29,4.03,,,,0.07,,0.0,0.0,,59,54,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-30,3.13,,,,0.06,,0.0,0.0,,63,58,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-10-31,5.14,,,,0.54,,0.0,0.0,,71,60,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-01,9.40,,,,0.11,,0.0,0.0,,71,42,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-02,3.80,,,,0.00,,0.0,0.0,,53,40,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-03,4.92,,,,0.00,,0.0,0.0,,54,42,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-04,3.13,,,,0.00,,0.0,0.0,,56,41,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-05,2.91,,,,0.00,,0.0,0.0,,61,51,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-06,4.92,,,,0.00,,0.0,0.0,,54,45,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-07,4.70,,,,0.10,,0.0,0.0,,57,41,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-08,7.61,,,,0.00,,0.0,0.0,,41,29,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-09,3.13,,,,0.00,,0.0,0.0,,41,27,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-10,3.80,,,,0.00,,0.0,0.0,,51,38,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-11,2.46,,,,0.00,,0.0,0.0,,62,46,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-12,9.40,,,,0.04,,0.0,0.0,,57,25,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-13,5.37,,,,0.00,,0.0,0.0,,34,23,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-14,4.25,,,,0.00,,0.0,0.0,,45,28,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-15,4.25,,,,0.00,,0.0,0.0,,51,37,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-16,10.29,,,,0.00,,0.0,0.0,,42,31,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-17,10.51,,,,0.00,,0.0,0.0,,43,30,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-18,6.04,,,,0.48,,0.0,0.0,,42,37,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-19,4.47,,,,0.18,,0.0,0.0,,48,40,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-20,5.14,,,,0.00,,0.0,0.0,,49,40,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-21,4.47,,,,0.00,,0.0,0.0,,53,39,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-22,7.38,,,,0.07,,0.0,0.0,,53,38,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-23,4.25,,,,0.03,,0.0,0.0,,45,34,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-24,8.05,,,,0.90,,0.0,0.0,,46,40,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-25,5.14,,,,0.00,,0.0,0.0,,53,39,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-26,4.25,,,,0.00,,0.0,0.0,,61,44,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-27,4.25,,,,0.04,,0.0,0.0,,59,49,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-28,11.41,,,,0.00,,0.0,0.0,,53,37,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-29,6.26,,,,0.00,,0.0,0.0,,40,30,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-11-30,4.25,,,,0.00,,0.0,0.0,,43,31,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-01,9.84,,,,0.62,,0.0,0.0,,39,30,,,1,,,,,1,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-02,8.50,,,,0.48,,1.3,0.0,,37,31,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-03,7.16,,,,0.02,,0.3,1.2,,36,30,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-04,5.37,,,,0.00,,0.0,0.0,,39,32,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-05,9.40,,,,0.00,,0.0,0.0,,42,36,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-06,7.38,,,,0.00,,0.0,0.0,,50,34,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-07,6.93,,,,0.00,,0.0,0.0,,38,30,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-08,2.68,,,,0.00,,0.0,0.0,,46,28,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-09,4.47,,,,1.57,,0.0,0.0,,55,42,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-10,6.93,,,,0.13,,0.0,0.0,,58,39,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-11,6.26,,,,0.26,,0.2,0.0,,40,31,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-12,4.70,,,,0.00,,0.0,0.0,,36,26,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-13,5.82,,,,0.81,,0.0,0.0,,48,33,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-14,6.04,,,,1.16,,0.0,0.0,,56,45,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-15,9.62,,,,0.00,,0.0,0.0,,49,37,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-16,3.80,,,,0.10,,0.0,0.0,,37,33,,,1,,,,,1,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-17,8.72,,,,0.90,,0.0,0.0,,35,32,,,1,,,,,1,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-18,8.95,,,,0.03,,0.7,0.0,,36,21,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-19,10.51,,,,0.00,,0.0,0.0,,25,16,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-20,6.04,,,,0.00,,0.0,0.0,,33,22,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-21,2.91,,,,0.00,,0.0,0.0,,35,23,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-22,4.70,,,,0.00,,0.0,0.0,,46,30,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-23,4.70,,,,0.00,,0.0,0.0,,57,41,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-24,5.82,,,,0.00,,0.0,0.0,,47,36,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-25,3.58,,,,0.00,,0.0,0.0,,47,32,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-26,5.82,,,,0.00,,0.0,0.0,,46,36,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-27,4.47,,,,0.00,,0.0,0.0,,54,46,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-28,4.03,,,,0.00,,0.0,0.0,,51,43,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-29,4.92,,,,0.25,,0.0,0.0,,44,39,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-30,12.75,,,,0.74,,0.0,0.0,,41,37,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2019-12-31,5.14,,,,0.02,,0.0,0.0,,45,36,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-01,8.50,,,,0.00,,0.0,0.0,,41,34,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-02,5.37,,,,0.00,,0.0,0.0,,49,33,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-03,3.36,,,,0.15,,0.0,0.0,,49,44,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-04,4.47,,,,0.27,,0.0,0.0,,51,41,,,1,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-05,11.41,,,,0.00,,0.0,0.0,,42,35,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-06,6.04,,,,0.04,,0.2,0.0,,45,32,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-07,5.14,,,,0.00,,0.0,0.0,,45,36,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-08,9.62,,,,0.00,,0.0,0.0,,42,28,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-09,4.47,,,,0.00,,0.0,0.0,,34,23,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-10,6.26,,,,0.00,,0.0,0.0,,55,33,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-11,5.37,,,,0.00,,0.0,0.0,,69,51,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-12,8.72,,,,0.05,,0.0,0.0,,68,43,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-13,4.47,,,,0.00,,0.0,0.0,,46,37,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-14,3.80,,,,0.07,,0.0,0.0,,46,39,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-15,5.14,,,,0.00,,0.0,0.0,,50,41,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-16,10.29,,,,0.11,,0.0,0.0,,49,33,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-17,10.74,,,,0.00,,0.0,0.0,,33,21,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-18,4.92,,,,0.37,,2.1,0.0,,37,20,,,1,1,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-19,8.95,,,,0.00,,0.0,1.2,,43,27,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-20,7.83,,,,0.00,,0.0,0.0,,31,20,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-21,4.25,,,,0.00,,0.0,0.0,,33,20,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-22,,,,,0.00,,0.0,0.0,,38,25,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-23,,,,,0.00,,0.0,0.0,,47,33,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-24,,,,,0.00,,0.0,0.0,,51,37,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-25,,,,,0.85,,0.0,0.0,,51,38,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-26,,,,,0.00,,0.0,0.0,,46,38,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-27,6.26,,,,0.00,,0.0,0.0,,45,37,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-28,8.50,,,,0.00,,0.0,0.0,,43,37,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-29,6.71,,,,0.00,,0.0,0.0,,41,31,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-30,4.25,,,,0.00,,0.0,0.0,,38,25,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-01-31,3.80,,,,0.02,,0.0,0.0,,44,33,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-01,2.01,,,,0.00,,0.0,0.0,,43,37,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-02,4.92,,,,0.07,,0.0,0.0,,45,35,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-03,5.59,,,,0.00,,0.0,0.0,,57,37,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-04,3.36,,,,0.00,,0.0,0.0,,61,43,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-05,5.82,,,,0.00,,0.0,0.0,,55,39,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-06,6.93,,,,0.51,,0.0,0.0,,41,35,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-07,9.62,,,,0.25,,0.0,0.0,,56,33,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-08,7.38,,,,0.00,,0.0,0.0,,41,30,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-09,5.82,,,,0.00,,0.0,0.0,,44,31,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-10,6.26,,,,0.37,,0.0,0.0,,47,42,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-11,3.58,,,,0.28,,0.0,0.0,,48,43,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-12,5.37,,,,0.13,,0.0,0.0,,46,37,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-13,4.25,,,,0.39,,0.0,0.0,,44,37,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-14,7.38,,,,0.00,,0.0,0.0,,40,18,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-15,4.92,,,,0.00,,0.0,0.0,,31,14,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-16,5.59,,,,0.00,,0.0,0.0,,44,30,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-17,5.14,,,,0.00,,0.0,0.0,,51,38,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-18,6.26,,,,0.00,,0.0,0.0,,47,38,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-19,7.38,,,,0.00,,0.0,0.0,,48,32,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-20,5.82,,,,0.00,,0.0,0.0,,35,26,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-21,5.37,,,,0.00,,0.0,0.0,,35,20,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-22,6.26,,,,0.00,,0.0,0.0,,50,30,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-23,4.47,,,,0.00,,0.0,0.0,,56,39,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-24,2.91,,,,0.00,,0.0,0.0,,62,41,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-25,3.80,,,,0.14,,0.0,0.0,,53,46,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-26,7.16,,,,0.00,,0.0,0.0,,48,43,,,1,,,,,,,,
