STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,MDPR,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-27,12.75,,,,0.40,,0.0,0.0,,43,31,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-28,9.84,,,,0.00,,0.0,0.0,,42,29,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-02-29,8.72,,,,0.00,,0.0,0.0,,35,25,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-01,6.04,,,,0.00,,0.0,0.0,,44,25,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-02,6.49,,,,0.00,,0.0,0.0,,58,40,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-03,6.04,,,,0.26,,0.0,0.0,,59,49,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-04,10.29,,,,0.00,,0.0,0.0,,56,45,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-05,5.37,,,,0.00,,0.0,0.0,,51,39,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-06,7.61,,,,0.37,,0.0,0.0,,45,37,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-07,7.61,,,,0.00,,0.0,0.0,,48,36,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-08,6.71,,,,0.00,,0.0,0.0,,59,35,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-09,7.38,,,,0.00,,0.0,0.0,,72,47,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-10,7.61,,,,0.00,,0.0,0.0,,65,54,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-11,4.70,,,,0.00,,0.0,0.0,,57,43,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-12,5.14,,,,0.03,,0.0,0.0,,50,43,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-13,8.72,,,,0.26,,0.0,0.0,,70,45,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-14,7.38,,,,0.00,,0.0,0.0,,57,43,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-15,6.26,,,,0.00,,0.0,0.0,,54,40,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-16,8.95,,,,0.00,,0.0,0.0,,45,33,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-17,4.25,,,,0.16,,0.0,0.0,,54,41,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-18,4.47,,,,0.00,,0.0,0.0,,54,41,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-19,4.70,,,,0.93,,0.0,0.0,,52,41,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-20,5.82,,,,0.00,,0.0,0.0,,77,47,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-21,7.83,,,,0.00,,0.0,0.0,,65,40,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-22,10.07,,,,0.00,,0.0,0.0,,45,33,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-23,9.17,,,,1.16,,0.0,0.0,,41,36,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-24,6.71,,,,0.00,,0.0,0.0,,55,36,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-25,9.84,,,,0.01,,0.0,0.0,,45,40,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-26,4.47,,,,0.00,,0.0,0.0,,60,38,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-27,4.92,,,,0.00,,0.0,0.0,,69,50,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-28,7.38,,,,0.45,,0.0,0.0,,54,44,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-29,11.63,,,,0.05,,0.0,0.0,,47,44,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-30,4.70,,,,0.04,,0.0,0.0,,52,41,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-03-31,6.71,,,,0.06,,0.0,0.0,,49,41,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-01,7.61,,,,0.00,,0.0,0.0,,56,38,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-02,9.40,,,,0.00,,0.0,0.0,,58,38,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-03,8.72,,,,0.13,,0.0,0.0,,52,45,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-04,4.25,,,,0.02,,0.0,0.0,,62,46,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-05,2.46,,,,0.00,,0.0,0.0,,65,47,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-06,5.82,,,,0.07,,0.0,0.0,,66,49,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-07,3.80,,,,0.00,,0.0,0.0,,68,52,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-08,3.80,,,,0.20,,0.0,0.0,,64,49,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-09,7.83,,,,0.12,,0.0,0.0,,59,43,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-10,10.07,,,,0.01,,0.0,0.0,,49,37,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-11,8.95,,,,0.00,,0.0,0.0,,56,38,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-12,5.82,,,,0.00,,0.0,0.0,,63,44,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-13,7.83,,,,1.92,,0.0,0.0,,67,53,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-14,6.26,,,,0.00,,0.0,0.0,,60,47,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-15,6.26,,,,0.00,,0.0,0.0,,54,42,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-16,9.17,,,,0.00,,0.0,0.0,,50,38,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-17,5.37,,,,0.07,,0.0,0.0,,51,36,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-18,5.82,,,,0.22,,0.0,0.0,,46,41,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-19,7.38,,,,0.00,,0.0,0.0,,63,40,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-20,4.70,,,,0.00,,0.0,0.0,,57,48,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-21,7.16,,,,0.18,,0.0,0.0,,61,39,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-22,8.05,,,,0.00,,0.0,0.0,,51,36,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-23,3.80,,,,0.13,,0.0,0.0,,52,40,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-24,7.16,,,,0.48,,0.0,0.0,,49,42,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-25,3.36,,,,0.00,,0.0,0.0,,65,44,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-26,10.51,,,,0.22,,0.0,0.0,,51,42,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-27,7.38,,,,0.00,,0.0,0.0,,50,39,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-28,3.80,,,,0.00,,0.0,0.0,,67,41,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-29,6.71,,,,0.01,,0.0,0.0,,59,47,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-04-30,9.17,,,,0.71,,0.0,0.0,,60,49,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-01,3.80,,,,0.21,,0.0,0.0,,66,53,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-02,6.04,,,,0.00,,0.0,0.0,,73,51,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-03,5.59,,,,0.04,,0.0,0.0,,80,54,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-04,5.82,,,,0.00,,0.0,0.0,,75,50,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-05,6.71,,,,0.00,,0.0,0.0,,63,46,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-06,5.59,,,,0.06,,0.0,0.0,,52,45,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-07,6.04,,,,0.00,,0.0,0.0,,67,46,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-08,4.25,,,,0.45,,0.0,0.0,,57,36,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-09,8.95,,,,0.03,,0.0,0.0,,48,34,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-10,7.38,,,,0.00,,0.0,0.0,,64,39,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-11,5.82,,,,0.05,,0.0,0.0,,61,44,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-12,7.83,,,,0.00,,0.0,0.0,,59,43,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-13,5.37,,,,0.00,,0.0,0.0,,64,41,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-14,2.24,,,,0.00,,0.0,0.0,,67,47,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-15,4.92,,,,0.07,,0.0,0.0,,84,60,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-16,3.80,,,,0.01,,0.0,0.0,,77,59,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-17,3.13,,,,0.00,,0.0,0.0,,69,55,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-18,,,,,0.00,,0.0,0.0,,70,54,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-19,,,,,0.00,,0.0,0.0,,68,53,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-20,,,,,0.00,,0.0,0.0,,66,49,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-21,,,,,0.00,,0.0,0.0,,68,46,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-22,,,,,0.03,,0.0,0.0,,77,54,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-23,,,,,0.65,,0.0,0.0,,67,55,,,1,1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-24,,,,,0.00,,0.0,0.0,,67,52,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-25,,,,,0.00,,0.0,0.0,,71,55,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-26,,,,,0.00,,0.0,0.0,,78,58,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-27,,,,,0.00,,0.0,0.0,,79,60,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-28,,,,,0.00,,0.0,0.0,,76,64,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-29,,,,,0.03,,0.0,0.0,,81,67,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-30,,,,,0.02,,0.0,0.0,,81,67,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-05-31,,,,,0.00,,0.0,0.0,,70,56,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-01,,,,,0.00,,0.0,0.0,,70,51,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-02,,,,,0.00,,0.0,0.0,,72,59,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-03,,,,,0.45,,0.0,0.0,,79,60,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-04,,,,,0.16,,0.0,0.0,,84,66,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-05,,,,,0.26,,0.0,0.0,,79,69,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-06,,,,,0.06,,0.0,0.0,,86,70,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-07,,,,,0.00,,0.0,0.0,,76,63,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-08,,,,,0.00,,0.0,0.0,,79,59,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-09,,,,,0.00,,0.0,0.0,,87,65,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-10,,,,,0.00,,0.0,0.0,,85,70,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-11,,,,,0.05,,0.0,0.0,,84,70,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-12,,,,,0.00,,0.0,0.0,,85,69,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-13,,,,,0.00,,0.0,0.0,,75,59,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-14,,,,,0.00,,0.0,0.0,,74,54,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-15,,,,,0.00,,0.0,0.0,,75,59,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-16,,,,,0.00,,0.0,0.0,,78,60,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-17,,,,,0.00,,0.0,0.0,,78,60,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-18,,,,,0.00,,0.0,0.0,,77,65,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-19,2.46,,,,0.00,,0.0,0.0,,83,65,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-20,1.79,,,,0.00,,0.0,0.0,,86,70,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-21,2.46,,,,0.00,,0.0,0.0,,88,70,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-22,2.91,,,,0.00,,0.0,0.0,,90,72,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-23,2.46,,,,0.00,,0.0,0.0,,87,74,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-24,4.25,,,,0.00,,0.0,0.0,,86,74,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-25,2.91,,,,0.00,,0.0,0.0,,87,72,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-26,3.58,,,,0.00,,0.0,0.0,,87,69,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-27,2.68,,,,0.09,,0.0,0.0,,80,72,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-28,2.24,,,,0.11,,0.0,0.0,,90,70,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-29,3.36,,,,0.58,,0.0,0.0,,87,65,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-06-30,3.13,,,,0.00,,0.0,0.0,,80,67,,,,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-01,2.24,,,,0.03,,0.0,0.0,,80,67,,,,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-02,3.36,,,,0.00,,0.0,0.0,,92,68,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-03,3.58,,,,0.13,,0.0,0.0,,90,71,,,1,,1,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-04,4.47,,,,0.00,,0.0,0.0,,87,68,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-05,2.46,,,,0.00,,0.0,0.0,,92,72,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-06,2.91,,,,0.54,,0.0,0.0,,96,70,,,1,,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-07,4.25,,,,0.00,,0.0,0.0,,82,72,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-08,2.46,,,,0.02,,0.0,0.0,,83,75,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-09,2.68,,,,0.00,,0.0,0.0,,89,75,,,,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-10,7.16,,,,2.54,,0.0,0.0,,77,73,,,1,1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-11,3.36,,,,0.76,,0.0,0.0,,83,72,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-12,4.92,,,,0.04,,0.0,0.0,,87,71,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-13,4.03,,,,0.02,,0.0,0.0,,86,70,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-14,4.70,,,,0.00,,0.0,0.0,,85,70,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-15,5.82,,,,0.00,,0.0,0.0,,82,70,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-16,3.80,,,,0.00,,0.0,0.0,,78,69,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-17,2.01,,,,0.03,,0.0,0.0,,84,69,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-18,1.34,,,,0.00,,0.0,0.0,,91,72,,,1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-19,4.25,,,,0.00,,0.0,0.0,,94,77,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-20,3.80,,,,0.00,,0.0,0.0,,93,81,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-21,1.79,,,,0.00,,0.0,0.0,,91,77,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-22,2.91,,,,1.42,,0.0,0.0,,92,72,,,1,1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-23,4.47,,,,0.00,,0.0,0.0,,86,73,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-24,3.13,,,,0.19,,0.0,0.0,,80,72,,,1,,1,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-25,3.80,,,,0.00,,0.0,0.0,,88,72,,,1,,,,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-26,5.37,,,,0.00,,0.0,0.0,,92,77,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-27,5.14,,,,0.00,,0.0,0.0,,93,76,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-28,4.70,,,,0.00,,0.0,0.0,,93,80,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2020-07-29,1.57,,,,0.00,,0.0,0.0,,90,77,,,,,,,,,,,
